Valor de M: 200, Valor de N: 200
-92	-81	-75	-52	-60	-77	-56	-99	0	-20	-4	-21	-46	-61	-95	-93	-12	-38	-65	-25	-95	-55	-30	-33	-7	-84	-59	-61	-21	-88	-89	-59	0	-56	-81	-58	-26	-92	-12	-58	-6	-36	-39	-71	-95	-92	-79	-51	-93	-91	-66	-29	-84	-4	-44	-90	-58	-93	-70	-68	-41	-80	-86	-95	-96	-21	-58	-28	-68	-28	-23	-77	-12	-44	-17	-75	-31	-30	-31	-11	-14	-71	-35	-72	-77	-10	-85	-70	-98	-57	-15	-24	-9	-17	-95	-14	-79	-77	0	-65	-29	-53	-22	-22	-80	-2	-10	-59	-51	-44	-87	-94	-31	-60	-74	-39	-40	-30	-99	-55	-68	-44	-89	-2	-38	-35	-85	-59	-30	-24	-48	-36	-82	-32	-95	-56	-95	-51	-31	-41	-4	-25	-88	-75	0	-67	-24	-79	-4	-98	-56	-45	-36	-74	-38	-65	-6	-14	-31	-49	-7	-11	-22	-73	-46	-71	-70	-74	-12	-42	-98	-25	-63	-21	-22	-23	-76	-54	-78	-99	-83	-43	-38	-91	-24	-32	-14	-49	-13	-98	-39	-9	-24	-42	-8	-46	-91	-22	-92	-36	
-75	-48	-79	-71	-56	-42	-41	-24	-65	-44	-64	-23	-42	-90	-91	-7	-19	-74	-5	-22	-1	-81	-49	-79	-96	-72	-42	-17	-3	-77	-67	-56	-6	-45	-6	-37	-94	-38	-40	-63	-72	-89	-7	-32	-76	-34	-58	-54	-48	-89	-38	-14	-66	-81	-7	-83	-66	-67	-51	-66	-38	-22	-80	-82	-78	-76	-74	0	-51	-55	-32	-96	-5	-30	-68	-78	-29	-90	-91	0	-38	-51	-60	-23	-30	-84	-23	-94	-7	-49	-78	-89	-34	-81	-93	-37	-55	-76	-96	-51	-36	-69	-78	-90	-72	-22	-50	-70	-11	-16	-29	-57	-48	-38	-92	0	-97	-53	-93	-53	-95	-5	-83	-72	-17	-19	-13	-47	-16	-87	-55	-65	-31	-85	-7	-39	-28	-34	-87	-37	-81	-11	-60	-87	-72	-27	-58	-4	-81	-33	0	-79	-57	-83	-14	-50	-68	-41	-41	-34	-42	-40	-21	-42	-5	-22	-3	-57	-29	-28	-2	-73	-1	-95	-49	-91	-21	-67	-93	-33	-4	-8	-92	-47	0	-48	-57	-23	-70	-39	-85	-92	-92	-13	-38	-31	-7	-70	-69	-41	
-33	-14	-48	-36	-83	-46	-49	-68	-85	-23	-18	-33	-86	-52	-36	-38	-9	-32	-55	-63	-29	-40	-63	-33	-36	-65	-92	-21	-34	-14	-65	-16	-95	-72	-12	-54	-80	-38	-85	-49	-53	-98	-97	-79	-81	-39	-41	-72	-20	-42	-13	-87	-78	-12	-69	-9	-88	-41	-56	-11	-62	-44	-22	-48	-20	-57	-8	-73	-89	-33	-6	-7	-29	-28	-66	-31	-20	-46	-60	-11	-74	-49	-66	-7	-36	-53	-18	-13	-87	-63	-6	-56	-74	-36	-35	-37	-12	-76	-30	-2	-96	-55	-25	-45	-7	-57	-37	-69	-8	-10	-66	-36	-36	-60	-30	-61	-68	-50	-70	-46	-73	-80	-12	-86	-40	-3	-20	-85	-80	-40	-96	-30	-17	-39	-20	-51	-32	-77	-81	-96	0	-80	-5	-2	-2	-49	-24	-3	-96	-18	-20	-67	-26	-7	-6	-99	-91	-30	-60	-32	-22	-95	-51	-2	-10	-58	-22	-37	-28	-52	-76	-21	-59	-27	-23	-68	-70	-79	-70	-93	-1	-14	-72	-19	-90	-35	-23	-30	-51	-78	-12	-80	-96	-14	-61	-97	-50	-20	-70	-50	
-3	-16	-43	-20	-78	-44	-65	-97	-88	-84	-64	-34	-98	-15	-83	-22	-60	-6	-21	-1	-60	-60	-2	-77	-48	-89	-65	-54	-98	-43	-42	-51	-34	-41	-49	-62	-88	-9	-52	-39	-82	-43	-25	-6	-75	-91	-82	-48	-58	-82	-69	-32	-60	-5	-88	-88	-35	-67	-19	-94	-26	-2	-68	-83	-21	-82	-85	-17	-35	-30	-35	-85	-56	-12	-22	-65	-19	-30	-67	-65	-70	-70	-15	-41	-64	-81	-94	-32	-1	-92	-2	0	-37	-58	-7	0	-18	-1	-17	-45	-33	-64	-19	-91	-66	-44	-66	-17	-16	-61	-77	-66	-68	-35	-34	-12	-92	-3	-29	-5	-51	-98	-3	-88	-40	-48	-11	-78	-40	-65	-27	-42	-89	-3	-65	-85	-68	-74	-88	-71	-16	-30	-30	-60	-4	-84	-35	-42	-90	-14	-77	-66	-77	-89	-82	-41	-13	-72	-51	-4	-41	-8	-5	-81	-10	-54	-66	-46	-48	-88	-86	-61	-83	-72	-53	-49	-80	-21	-62	-53	-21	-40	-53	-1	-78	-91	-4	-23	-38	-29	-27	-32	-78	-88	-38	-10	-80	-70	0	-60	
-15	-60	-48	-51	-18	-37	-68	-73	-84	-85	-55	-97	-27	-18	-53	-74	-45	-80	-55	-67	-9	-53	-55	-20	-31	0	-58	-48	-11	-76	-54	-43	-83	-68	-51	-9	-55	-10	-71	-34	-18	-52	-97	-13	-75	-6	-59	-32	-25	-84	-22	-36	-17	0	-17	-38	-20	-76	-74	-24	-74	-55	-29	-48	-14	-83	-34	-58	-31	-95	-68	-94	-88	-26	-25	-86	-63	-60	-33	-5	-56	-59	-57	-67	-8	-36	-3	-55	-78	-54	-78	-24	0	-23	-14	-47	-50	-36	-45	-98	-36	-74	-2	-44	-70	-94	-31	-52	-23	-89	-79	-67	-79	-44	-12	-78	-20	-71	-9	0	-12	-26	-23	-91	-57	-68	-38	-78	-6	-53	-68	-13	-31	-46	-49	-56	-59	-56	-18	-4	-78	-87	-80	-80	-29	-85	-51	-61	-89	-95	-27	-93	-33	-58	-79	-4	-8	-68	-94	-79	-51	-77	-16	-43	-48	-41	-80	-5	-82	-41	-54	-55	-84	-38	-17	-8	-97	-38	-31	-41	-32	-73	0	-59	-60	-84	-60	-46	-34	-82	-45	-91	-53	-48	-11	-34	-60	-2	-14	-63	
-97	-84	-78	-82	-46	-99	-56	-12	-59	-48	-73	-17	-16	-16	-51	-13	-3	-80	-31	-22	-37	-22	0	-34	-6	-77	-26	-66	-28	-48	-38	-74	-56	-88	-98	-48	-10	-47	-7	-13	-1	0	-85	-76	-80	-37	0	-17	-21	-8	-88	-77	-22	-97	-59	-66	-33	-82	-11	-51	-24	-13	-97	-2	-56	-55	-60	0	-29	-19	-71	-35	0	-47	-83	-76	-49	-69	-40	-17	-50	-42	-8	-72	-48	-21	-48	-4	-54	0	-93	-14	-27	-56	-67	-54	-49	0	-84	-27	-98	-14	-49	-18	-86	-11	-72	-14	-22	-66	-92	-54	-9	-54	-86	-43	-53	-19	-17	-39	-40	-81	-46	-35	-93	-44	-1	-76	-42	-24	-87	-20	-75	-72	-31	-17	-77	-62	-9	-67	-28	-78	-45	-46	-86	-93	-31	-32	-62	-86	-13	-1	-41	-52	-42	-85	-3	-21	-53	-24	-65	-86	-69	-77	-72	-26	-62	-58	0	-67	-37	-95	-59	0	-60	-51	-86	-29	-55	-96	-63	-31	-38	-27	-80	-56	-73	-14	-90	-41	-61	-16	-10	-23	-89	-4	-14	-43	-80	-89	
-69	-20	-97	-38	-79	-95	-53	-2	-70	-77	-20	-85	-59	-99	-71	-77	-28	-64	-50	-43	-24	-76	-29	-53	-57	-70	-96	-89	-90	-18	-30	-89	-55	-46	-11	-79	-13	-94	-53	-16	-57	-83	-70	-4	-96	-58	-68	-47	-62	-70	-77	-98	-97	-8	-72	-12	-59	-35	-54	-35	-57	-63	-52	-63	-16	-73	-51	-74	-3	-70	-32	-77	-5	-7	-36	-41	-69	-75	-44	-45	-80	-52	-95	-48	-58	-90	-25	-26	-19	-64	-33	-91	-38	-55	-47	-9	-17	-89	-64	-76	-41	-88	-20	0	-72	-63	-18	-75	-97	-49	-21	-42	-6	-14	-12	-99	-45	-77	-51	-26	-29	-69	-75	-37	-88	-72	-14	-56	-12	-67	-91	-14	-80	-25	-79	-65	-38	-40	-34	-59	-77	-36	-55	-4	-66	-99	-99	-72	-74	-47	-4	-67	-90	-38	-32	-62	-27	-97	-66	-84	-7	-67	-46	-65	-18	-77	-66	-23	-21	-99	-53	-75	-10	-40	-37	-97	-32	-77	-58	-55	-14	-79	-78	-21	-2	-23	-93	-1	-67	-95	-16	-10	0	-13	-86	-84	-60	-25	-63	-90	
-52	-43	-1	-67	-10	-80	-70	-60	-54	-16	-78	-24	-37	-19	-21	-57	-41	-93	-64	-61	-89	-74	-46	-62	-92	-51	-38	-18	-46	-89	-90	-95	-31	-65	-39	-50	-75	-32	-18	-66	-56	-18	-54	-50	-32	-16	-40	-79	-94	-69	-46	-6	-21	-11	-37	-14	-73	-65	-14	-4	-66	-49	-78	-26	-64	-68	-15	-88	-44	-52	-41	-46	-10	-30	-88	-69	-9	-34	-63	-58	-81	-33	-72	-40	-73	-61	-95	-5	-87	-89	-99	-19	-40	-47	-37	-36	-61	-60	-98	-53	-24	-60	-84	-94	-92	-39	-58	-37	-66	-37	-86	-23	-51	-11	-21	-37	-49	-31	-29	-29	-68	-81	-2	-26	-84	-62	-85	-23	-23	-25	-80	-57	-94	-18	-63	-46	-97	-37	-72	-53	-39	-51	-96	-37	-48	-36	-16	-74	-44	-43	-22	-2	-50	-73	-7	-86	-33	-52	-49	0	0	-73	-54	-59	-81	-66	-11	-34	-46	-56	-87	-61	-22	-2	-63	-41	-54	-71	-91	-12	-7	-60	-68	-5	-62	-3	-72	-44	-64	-88	-59	-20	-11	-52	-77	-47	-12	-39	-9	-14	
-62	-87	-7	-23	-65	-27	-13	-83	-9	-27	-24	-79	-82	-92	-83	-97	-81	-14	-17	-95	-69	-44	0	-96	-65	-57	-87	-93	-51	-67	-85	-73	-13	-69	-62	-77	-44	-61	-73	-6	-6	-44	-68	-2	-18	-76	-98	-6	-74	-31	-91	-19	-18	-81	-42	-76	-31	-88	-15	-88	-88	-37	-89	-1	-46	-52	-50	-50	-9	-97	-86	-33	-56	-49	-31	-35	-71	-35	-22	-3	-11	-14	-98	0	-99	-85	-54	-10	-99	-3	-69	-46	-27	-35	-45	-53	-76	-38	-63	-74	-7	-22	-13	0	-36	-89	-51	-50	-58	-2	-80	-33	-55	-86	-16	-5	-15	-98	-82	-85	-9	-41	-76	-89	-38	-71	-84	-72	-72	-97	-86	-49	-77	-36	-2	-93	-2	-37	-34	-6	-5	-31	-27	-37	-14	-33	-82	-57	-82	-18	-7	-29	-62	-10	-22	-1	-81	-62	-33	-94	-98	-53	-68	0	-18	-26	-28	-32	-92	-83	-71	-97	-59	-75	-38	-43	-91	-87	-45	-65	-77	-69	-83	-3	-93	-67	-54	-64	-12	-8	-4	-28	-44	-53	-74	-1	-48	-39	-19	-57	
-81	-85	-31	-66	-80	-39	-70	-29	-87	-69	-12	-44	-78	-53	-36	-57	-34	-57	-59	-57	-62	-33	-38	-10	-23	-3	-3	-79	-9	-14	-50	-65	-37	-6	-33	-2	-3	-17	-3	-70	-95	-24	-56	-97	-74	-71	-54	-68	-44	-37	-15	-48	-85	-98	-31	-32	-46	-88	-94	-81	-80	-92	-10	-35	-36	-23	-78	-13	-89	-90	-56	-49	-57	-21	-95	-83	-47	-26	-40	-44	-11	-73	-30	-43	-92	0	-42	-43	-74	-53	-90	-34	-36	-3	-52	-31	-53	-7	-74	-66	-23	-11	-68	-52	-6	-29	-60	-52	-29	-97	-51	-18	-39	-8	-35	-22	-50	-36	-63	-28	-37	-79	-94	-69	-2	-35	-8	-67	-31	-87	-24	-3	-24	-61	-71	-31	-77	-70	-33	-62	-44	-83	-98	-1	-99	-13	-72	-46	-63	-51	-72	-69	-43	-12	-89	-14	-74	-58	-91	-61	-28	-76	-98	-48	-95	-72	-23	-48	-90	-46	-49	-62	-7	-31	-31	-22	-64	0	-47	-36	-23	-48	-62	-63	-46	-86	-38	-80	-12	-47	-56	-52	-33	-89	-68	-61	-71	-43	-27	-91	
-18	-43	-88	-58	-17	-38	-1	-31	-11	-28	-55	-33	-38	-87	-41	-33	-98	-6	-54	-6	-16	-61	-55	-1	-60	-17	-30	-94	-35	-13	-13	-62	-26	-5	-35	-54	-13	-18	-91	-92	-9	-63	-93	-28	-36	-50	-6	-6	-74	-20	-51	-86	-73	-9	-52	-65	-17	-93	-99	-5	-4	-19	-10	-50	-75	-89	-16	-59	-7	-59	-17	-39	-69	-34	-28	-71	-41	-87	-99	-66	-71	-52	-69	-67	-72	-85	-15	-38	-51	-19	-65	-55	0	-25	-80	-65	-15	-92	-6	-80	-95	-38	-20	-11	-74	-49	-65	-48	-31	-29	-28	-79	-85	-19	-68	-30	-9	-79	-96	-81	-63	-82	-47	-75	-88	-30	-29	-58	-50	-50	-20	-82	-38	-30	-19	-64	-93	-90	-66	-45	-60	-85	-77	-4	-58	-24	-3	-37	-58	-65	-64	-15	-4	-30	-4	-10	-85	-46	-5	-14	-70	-21	-69	-31	-28	-74	-45	-53	-54	-87	-58	-77	-64	-8	-71	-68	-7	-16	-78	-59	-8	-62	-36	-98	-46	-35	-29	-43	-65	-51	-56	-15	-64	-33	-98	0	-18	-27	-47	-96	
-4	-63	-15	-91	-39	-39	-37	-17	-19	-33	-56	-72	0	-70	-67	-64	-21	-25	-14	-87	-11	-27	-68	-82	-12	-10	-94	-66	-29	-86	-77	-4	-43	-54	-11	-53	-95	-24	-26	-51	-29	-15	-72	-37	-11	-84	-19	-55	-43	-94	-95	-48	-66	-59	-81	-91	-44	-81	-80	-63	-38	-89	-45	-99	-22	-4	-47	-4	-79	-6	-16	-23	-70	-94	-98	-51	-32	-76	-10	-14	-99	-82	-66	-84	-35	-15	-79	-66	-75	-48	-65	-28	-37	-86	-57	-88	-31	-43	-59	-92	-86	-96	-88	-19	-96	-58	-93	-71	-12	-63	-33	-59	-20	-38	-74	-7	-94	-7	-53	-47	-21	-47	-89	-14	-65	-90	-14	-33	-54	-22	-96	-74	-30	-11	-75	-14	-82	-95	-26	-12	-84	-36	-48	-26	-26	-52	-84	-95	-36	-16	-39	-24	-90	-68	-26	-72	-19	-2	-4	-81	-99	-43	-75	-4	-2	-97	-94	-99	-2	0	-78	-30	-56	-81	-57	-1	-39	-58	-22	-44	-28	0	-31	-63	-33	-63	-78	-20	-38	-10	-55	-76	0	-50	-10	-93	-96	-18	-42	-81	
-77	-76	-7	-67	-88	-54	-44	-8	-81	-28	-94	-26	-17	-71	-76	-87	-94	-19	-27	-79	-64	-61	-66	-41	-12	-1	-19	-27	-7	-28	-77	-70	-99	-84	-7	-74	-34	-54	-3	-86	-43	-23	-72	-5	-22	-56	-29	-52	-13	-13	-80	-87	-72	-10	-18	-43	-48	-18	0	-90	-21	-7	-66	-26	-28	-96	-23	-21	-70	-54	-25	-36	-26	-26	-69	-25	-2	-23	0	-83	-20	-39	-71	-85	-83	-49	-57	-24	-26	-2	-89	-34	-56	-88	-11	-93	-79	-2	-53	-65	-83	-9	-72	-44	-64	-55	-75	-89	-95	-90	-61	-90	-94	-8	-55	-84	-46	0	-49	-14	-67	-32	-84	-45	-97	-41	-56	-97	-53	-6	-20	-2	-48	-54	-23	-79	-9	-43	-76	-94	-30	-99	-42	-60	-98	-28	-62	0	0	-92	-13	-12	-76	-36	-58	-67	-95	-46	-56	-28	-81	-83	-22	-97	-77	-51	-92	-62	-11	0	-49	-60	-29	-78	-91	-28	-98	-53	-37	-67	-4	-10	-34	-52	-4	-37	-31	-14	-50	-37	-33	-97	-10	-23	-54	-78	-32	-38	-24	-19	
